1432167275,0,4,00:61:71:c3:87:90,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,-68,,64080
1432166797,0,4,0c:3e:9f:d8:43:7b,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,-74,,16
1432166894,2,8,dc:71:44:59:ca:9f,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-42,,36432
1432167273,2,0,5c:f6:dc:fd:a4:74,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-48,,38624
1432167232,2,0,54:88:0e:88:ed:7d,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-58,,36624
1432166703,2,0,2a:30:44:13:a5:c5,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,35264
1432166966,2,0,00:23:97:b6:43:10,ff:ff:ff:ff:ff:ff,00:23:97:b6:43:16,-66,,61680
1432166564,2,0,2a:30:44:13:a5:c5,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,50912
1432166626,0,4,b4:b6:76:6c:8c:3e,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,-54,DIRECT-aEM2020 Series,13280
1432167034,2,0,2a:30:44:13:a5:c5,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-24,,60144
1432166550,2,0,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-60,,57168
1432166938,2,0,00:14:97:07:7c:18,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,49056
1432166966,2,0,5c:a3:9d:31:6d:e2,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-20,,38432
1432166793,2,8,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-40,,4688
1432167081,2,0,c4:85:08:73:45:88,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-24,,12592
1432167118,2,0,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-60,,59040
1432166522,2,0,a4:13:4e:07:3c:50,ff:ff:ff:ff:ff:ff,a4:13:4e:07:3c:51,-70,,48016
1432167263,2,0,54:88:0e:88:ed:7d,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-48,,35792
1432166634,2,0,f0:1f:af:da:48:fc,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-58,,23040
1432167198,2,0,54:88:0e:88:ed:7d,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-20,,49264
1432166664,2,0,00:14:97:07:7c:18,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-58,,32032
1432167294,2,0,f0:1f:af:da:48:fc,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-50,,45056
1432166559,2,0,f0:1f:af:da:48:fc,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,49472
1432166893,2,0,00:14:97:07:7c:18,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-44,,34320
1432166547,2,0,dc:71:44:59:ca:9f,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,45360
1432167106,2,0,00:23:97:b6:43:10,ff:ff:ff:ff:ff:ff,00:23:97:b6:43:16,-72,,33008
1432166721,2,0,8c:09:f4:c3:d9:4f,ff:ff:ff:ff:ff:ff,48:d7:05:ee:6d:46,-74,,46864
1432167206,2,0,5c:a3:9d:31:6d:e2,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-20,,51728
1432167166,0,4,74:46:a0:69:f4:bb,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,-64,Spenznerb,26752
1432167013,2,0,5c:f6:dc:fd:a4:74,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-56,,22992
1432166438,2,0,40:70:09:ea:12:cf,ff:ff:ff:ff:ff:ff,a4:13:4e:07:3c:61,-60,,35648
1432166478,2,0,2a:30:44:13:a5:c5,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-60,,32592
1432166931,2,0,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:1c:dd:87,-46,,46912
1432167083,2,0,c4:85:08:73:45:88,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-58,,46640
1432167022,2,0,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a2:a4,-58,,25856
1432166902,2,8,14:49:e0:26:e6:fe,ff:ff:ff:ff:ff:ff,c2:9f:db:b2:a3:21,-42,,6784
